access,gateway,0.377203631103
account,explanation,0.57553831075
account,invoice,0.189493652732
account,statement,0.461467213654
acoustic,remedy,0.00372415519002
acrylic,cloth,0.676016796979
action,adjustment,0.319656058644
action,entrance,0.12228650342
activity,event,0.474561261523
activity,music,0.111229934393
activity,skiing,0.0824070271643
addition,segment,0.146788150813
adhesive,glue,0.761630419187
adult,dentist,0.224733764896
adult,doctor,0.188204048935
afternoon,substance,-0.197693388568
age,childhood,0.355673620485
agency,army,0.295419461499
agency,office,0.320927051085
agency,police,0.461800435226
agent,spy,0.545819619147
agreement,contract,0.700104971948
aim,purpose,0.432974165076
aircraft,balloon,0.527932671423
aircraft,yacht,0.270932446034
alarm,horn,0.147750309207
alarm,press,-0.0639468028526
algorithm,search,0.440489207194
alien,stranger,0.2546777566
alloy,metal,0.658895831931
alphabet,script,0.781691639019
aluminum,oxygen,0.52775740877
amount,distance,0.389797432826
amount,number,0.480637512191
amount,season,0.232748937141
amusement,athletics,0.499134926768
amusement,play,0.183246127773
amusement,procedure,-0.219134737663
anatomy,creation,0.254952380853
animal,flora,0.391465373657
animal,worm,0.434706397008
ankle,joint,0.0830440612936
anniversary,birthday,0.787524764893
answer,plea,0.471692088966
apparel,dress,0.17250707238
appearance,shadow,0.337526740665
apple,bank,0.0551495038621
apple,orange,0.201460169257
apple,pod,0.283634764403
appliance,dryer,0.446088535017
appliance,refrigerator,0.454690552845
approach,swing,0.288970685873
approval,encouragement,0.499260044133
approving,interaction,-0.0762386678507
arc,rainbow,0.284363218672
architecture,engineering,0.472245266771
area,patio,0.0782669270656
area,region,0.753742237548
argument,evidence,0.494001159955
argument,indication,0.546799173705
arm,arrow,0.641162268772
arm,missile,0.37376188845
armor,mail,0.178541943582
army,legion,0.588477769521
aroma,fragrance,0.553740368827
aroma,smell,0.569686982767
arrangement,blizzard,-0.0134406497242
arrangement,room,0.238655911548
article,girl,0.00939869708161
artillery,gun,0.549778703828
aspen,maple,0.466284535704
ass,donkey,0.61928562142
assembly,crowd,0.0745399350822
assets,capital,0.448118732042
assets,credit,0.573603802783
assets,income,0.564447805686
association,organization,0.632682576377
athlete,participant,0.175830563345
athletics,racing,0.519873992885
athletics,swimming,0.52846988916
attitude,notice,0.202345833164
attitude,study,0.255345867395
attorney,lawyer,0.632617256864
attraction,pressure,0.258273958943
attraction,quality,0.280633780231
attribute,condition,0.345151450466
average,time,0.150651862117
baby,computer,-0.0443860202024
bail,bond,0.118642311408
bait,instrument,0.301029256921
bait,pump,0.499750064035
bakery,work,-0.0107553926669
bakery,workplace,0.248987467795
balance,gauge,0.154879644902
ball,egg,0.233739893956
ball,nut,0.299258130187
ball,poker,0.476687413967
ball,sphere,0.136205164393
band,circle,0.230138626461
bar,needle,0.433003108808
bar,rod,0.568294303626
barrel,gallon,0.577428903201
base,club,0.28064150952
base,stock,0.306207487234
baseball,softball,0.649793441207
basin,vessel,0.344213972848
basketball,hockey,0.810454169315
basketball,squash,0.479074053368
bathroom,chamber,0.14411182149
battle,fight,0.501765493554
bay,mere,-0.32745479362
beach,chain,0.210325442465
beach,ridge,0.749704187642
beam,column,0.492759170566
beat,meter,0.241938982152
beat,rhythm,0.511091805831
bed,layer,0.264075591495
bedroom,cell,0.100512269671
bedroom,construction,0.0631641418282
bee,insect,0.611431417914
beef,cattle,0.80827567073
beef,meat,0.860785385807
beginner,novice,0.605662865129
behavior,purpose,0.331566448075
belief,magic,0.22997007196
belief,purpose,0.404628195154
bench,seat,0.553780676279
bend,curve,0.471696986561
berry,citrus,0.148101412052
bill,invoice,0.123410002407
billboard,structure,-0.121097265153
bin,box,-0.207440744054
bin,cup,0.0488955961258
binary,star,0.100635691467
bird,creature,0.654735314468
bird,solid,0.143997016033
birth,modification,0.119952215693
bishop,priest,0.774192264399
bit,tool,0.27255680048
bite,breakfast,0.440201484652
bite,taste,0.547885786509
black,juvenile,0.17770806177
blade,projector,0.391077948691
blanket,sleeve,0.405148839989
blizzard,rash,0.0947614762662
blow,contact,0.261886626925
blue,red,0.768703571973
board,commission,0.550793168236
boat,ferry,0.648117200714
boat,vessel,0.658889624377
body,trunk,0.347921672373
bond,security,-0.0826226113947
bone,skull,0.714417823135
book,encyclopedia,0.495714402488
booklet,reference,0.315151376218
boot,kick,0.451403924471
boot,punch,0.689255876132
bottom,sole,-0.0997081715162
boy,male,0.252842871751
boy,rover,0.216689263754
brace,stand,0.0617423058389
brain,head,0.233640120537
brake,click,0.430545717175
branch,department,0.367101731147
brand,knife,0.220078063013
brand,surname,0.339231546089
brandy,liquor,0.618916041263
brass,executive,-0.0128870700229
bread,bun,0.448826405442
break,dash,0.276033140246
break,insert,0.500474836488
brick,cement,0.665537610812
brick,strip,0.0294417785243
broadcast,packet,0.437187321962
brochure,publication,0.30967594471
brochure,reference,0.230352277507
brother,member,0.225674374517
brush,implement,0.039684721527
budget,fund,0.513493305641
buffer,cache,0.689148348589
bug,child,-0.022709935432
build,flesh,-0.0523086566739
building,cafe,0.320041703234
bulb,onion,0.421853631427
