access,gateway,0.7487712334180497
account,explanation,1.0
account,invoice,1.0
account,statement,0.9630380155240365
acoustic,remedy,0.8005729679503273
acrylic,cloth,0.7108069869044457
action,adjustment,0.5591855232336284
action,entrance,0.5837946326403228
activity,event,0.7862499969462713
activity,music,0.5484737990397679
activity,skiing,0.401389017153745
addition,segment,0.6923057554079399
adhesive,glue,0.9478061358392308
adult,dentist,0.617249085396499
adult,doctor,0.7576150895033157
afternoon,substance,0.5696503246209247
age,childhood,0.7656669679232914
agency,army,0.8621448023120397
agency,office,1.0
agency,police,0.927376381838664
agent,spy,0.8264150148061555
agreement,contract,0.9307353428061625
aim,purpose,1.0
aircraft,balloon,0.8262040840990303
aircraft,yacht,0.6861032519624335
alarm,horn,0.956352062462212
alarm,press,0.41373472702034364
algorithm,search,0.27317145675245014
alien,stranger,1.0
alloy,metal,1.0
alphabet,script,0.9258351144049448
aluminum,oxygen,0.47945940971978024
amount,distance,0.6980673507201399
amount,number,1.0
amount,season,0.5079626458837879
amusement,athletics,0.787771490241744
amusement,play,0.7794038051396823
amusement,procedure,0.46610332998146303
anatomy,creation,0.6760997126083998
animal,flora,0.4083175833200835
animal,worm,0.5922104360242947
ankle,joint,0.8420666072978122
anniversary,birthday,0.9469250462744333
answer,plea,0.8704506225020612
apparel,dress,1.0
appearance,shadow,0.941626036517213
apple,bank,0.15009729478434305
apple,orange,0.8274197325199729
apple,pod,0.6765772042847863
appliance,dryer,0.8243500188581265
appliance,refrigerator,0.8861048693216853
approach,swing,0.9398783909698649
approval,encouragement,0.831604276429024
approving,interaction,0.2677103813576225
arc,rainbow,0.8863172311931946
architecture,engineering,0.6715142932970528
area,patio,0.6151828199809009
area,region,1.0
argument,evidence,0.8609411215623795
argument,indication,0.8351937355221193
arm,arrow,0.7754121037203136
arm,missile,0.8959536706191684
armor,mail,0.9829105303420088
army,legion,0.9315568349925681
aroma,fragrance,1.0
aroma,smell,1.0
arrangement,blizzard,0.6275579831602816
arrangement,room,0.7918573473780525
article,girl,0.20594359295239797
artillery,gun,1.0
aspen,maple,0.6779547980471401
ass,donkey,0.8233569980021077
assembly,crowd,0.6535379674920071
assets,capital,0.7734296517550809
assets,credit,0.7782380804507221
assets,income,0.8783473969106855
association,organization,0.739932110118453
athlete,participant,0.8756537603212995
athletics,racing,0.7884750935853448
athletics,swimming,0.8670728484038824
attitude,notice,0.3742677365189948
attitude,study,0.45484603605469476
attorney,lawyer,1.0
attraction,pressure,0.6011838749318985
attraction,quality,0.7367355990684282
attribute,condition,0.7036245289974056
average,time,0.8476215007418246
baby,computer,0.24051477024494194
bail,bond,1.0
bait,instrument,0.4933797894122839
bait,pump,0.413460126531559
bakery,work,0.6798270531448711
bakery,workplace,0.6798270531448711
balance,gauge,0.7227669867782563
ball,egg,1.0
ball,nut,1.0
ball,poker,0.7006754230811588
ball,sphere,0.9908739716803697
band,circle,1.0
bar,needle,0.6746991314152259
bar,rod,0.7227264307441011
barrel,gallon,0.8429127761747922
base,club,0.8209861411363171
base,stock,0.8852105894343435
baseball,softball,1.8578900360977118e-299
basin,vessel,0.7470372964706868
basketball,hockey,0.6570012347792096
basketball,squash,0.8285088703562186
bathroom,chamber,0.6933546721560591
battle,fight,1.0
bay,mere,0.5664541789027351
beach,chain,0.6180799682956134
beach,ridge,0.6239599647679283
beam,column,0.7963072098672632
beat,meter,1.0
beat,rhythm,1.0
bed,layer,1.0
bedroom,cell,0.6105421519261595
bedroom,construction,0.582738222363299
bee,insect,0.8621163643757013
beef,cattle,0.8947380348132389
beef,meat,0.7685219379782644
beginner,novice,1.0
behavior,purpose,0.6714819434974959
belief,magic,0.639377179173975
belief,purpose,0.5814708244509872
bench,seat,0.8954227830860441
bend,curve,1.0
berry,citrus,0.752396228730231
bill,invoice,1.0
billboard,structure,0.4588129823436131
bin,box,0.5817605700882819
bin,cup,0.5739799501816893
binary,star,0.788380033926193
bird,creature,0.7836031572869602
bird,solid,0.7914616801679288
birth,modification,0.7365439842867388
bishop,priest,0.9457592136582151
bit,tool,0.7780375527709644
bite,breakfast,0.7646782011849411
bite,taste,0.969704239979108
black,juvenile,0.3104370706424385
blade,projector,0.5104297346891118
blanket,sleeve,0.7479991865299467
blizzard,rash,1.0
blow,contact,0.9329969853771395
blue,red,0.80808352239799
board,commission,0.9457901041336504
boat,ferry,0.8055060217011587
boat,vessel,0.936954783875017
body,trunk,1.0
bond,security,0.9519001416693612
bone,skull,0.7991863673803836
book,encyclopedia,0.6958928692514337
