access,gateway,0.7967741935483871
account,explanation,0.5588785046728972
account,invoice,1.967930029154519
account,statement,0.3375
acoustic,remedy,0.028772635814889334
acrylic,cloth,0.2772727272727273
action,adjustment,0.6912
action,entrance,0.7270491803278688
activity,event,0.01865546218487395
activity,music,0.026554621848739496
activity,skiing,0.07763819095477387
addition,segment,0.36363636363636365
adhesive,glue,0.07434679334916865
adult,dentist,0.19880239520958085
adult,doctor,0.024491017964071857
afternoon,substance,0.07496671105193076
age,childhood,0.9748201438848921
agency,army,0.021358490566037735
agency,office,0.06675977653631285
agency,police,0.030446927374301675
agent,spy,0.04133476856835307
agreement,contract,0.0404
aim,purpose,0.48193548387096774
aircraft,balloon,0.037809187279151946
aircraft,yacht,0.059188034188034186
alarm,horn,0.1402439024390244
alarm,press,0.04435185185185185
algorithm,search,0.0579476861167002
alien,stranger,0.06092384519350812
alloy,metal,0.039865771812080536
alphabet,script,0.09007092198581561
aluminum,oxygen,0.1917808219178082
amount,distance,0.02573170731707317
amount,number,0.05388739946380697
amount,season,0.02093833780160858
amusement,athletics,0.05293040293040293
amusement,play,0.05989010989010989
amusement,procedure,0.04304029304029304
anatomy,creation,0.06343001261034048
animal,flora,0.0638118214716526
animal,worm,0.07366666666666667
ankle,joint,1.1842105263157894
anniversary,birthday,0.06032608695652174
answer,plea,0.6280193236714976
apparel,dress,0.08455882352941177
appearance,shadow,0.0146875
apple,bank,0.1599640933572711
apple,orange,0.04201077199281867
apple,pod,0.057754010695187166
appliance,dryer,0.18821603927986907
appliance,refrigerator,0.06624405705229794
approach,swing,0.2850877192982456
approval,encouragement,0.054385964912280704
approving,interaction,0.017653333333333333
arc,rainbow,0.15765765765765766
architecture,engineering,0.061215932914046124
area,patio,0.09876543209876543
area,region,0.036745886654478976
argument,evidence,0.03145454545454546
argument,indication,0.06802325581395349
arm,arrow,0.02142857142857143
arm,missile,0.28852459016393445
armor,mail,1.1185944363103952
army,legion,0.046363636363636364
aroma,fragrance,0.2797494780793319
aroma,smell,0.06951219512195123
arrangement,blizzard,0.028481375358166187
arrangement,room,0.8126293995859213
article,girl,0.023963963963963966
artillery,gun,0.47297297297297297
aspen,maple,0.27615658362989326
ass,donkey,0.1626865671641791
assembly,crowd,0.15828220858895706
assets,capital,0.041666666666666664
assets,credit,0.026833333333333334
assets,income,0.027559523809523808
association,organization,0.03172268907563025
athlete,participant,0.01331945889698231
athletics,racing,0.020489130434782607
athletics,swimming,0.012934782608695652
attitude,notice,0.338135593220339
attitude,study,0.07355932203389831
attorney,lawyer,0.059403669724770645
attraction,pressure,0.07939698492462312
attraction,quality,0.23819095477386934
attribute,condition,0.3463497453310696
average,time,0.08030690537084399
baby,computer,0.019873417721518988
bail,bond,0.04037037037037037
bait,instrument,0.1292358803986711
bait,pump,0.04750830564784053
bakery,work,0.08021390374331551
bakery,workplace,0.04585798816568047
balance,gauge,0.37809647979139505
ball,egg,0.03645569620253165
ball,nut,0.039272271016311165
ball,poker,0.1839863713798978
ball,sphere,0.04238095238095238
band,circle,0.018956310679611652
bar,needle,0.6021505376344086
bar,rod,0.054609375
barrel,gallon,0.6955128205128205
base,club,0.23066298342541436
base,stock,0.2361878453038674
baseball,softball,0.11731843575418995
basin,vessel,0.04481236203090508
basketball,hockey,0.08368932038834952
basketball,squash,0.3806818181818182
bathroom,chamber,0.08087248322147651
battle,fight,0.0386328125
bay,mere,0.04618320610687023
beach,chain,0.11672473867595819
beach,ridge,0.32432432432432434
beam,column,0.01316872427983539
beat,meter,0.1497076023391813
beat,rhythm,0.2145748987854251
bed,layer,0.4085526315789474
bedroom,cell,0.01509375
bedroom,construction,0.043227665706051875
bee,insect,0.03545994065281899
beef,cattle,0.10434782608695652
beef,meat,0.13370786516853933
beginner,novice,0.15173745173745173
